RECTIME,RANGVX,RANGX
36.96,9.0943,-6.004
36.97,9.1553,-5.9106
36.98,9.0332,-5.8117
36.99,8.9112,-5.7129
37,8.545,-5.614
37.01,8.1787,-5.5206
37.02,7.9346,-5.4327
37.03,7.8125,-5.3503
37.04,7.6294,-5.2734
37.05,7.5074,-5.1965
37.06,7.3853,-5.1251
37.07,7.0801,-5.0537
37.08,6.5918,-4.9823
37.09,6.0425,-4.9163
37.1,5.3711,-4.8614
37.11,5.3711,-4.8065
37.12,4.6387,-4.7515
37.13,3.8452,-4.7021
37.14,2.9908,-4.6582
37.15,2.2583,-4.6252
37.16,1.709,-4.5922
37.17,1.3428,-4.5758
37.18,1.1597,-4.5538
37.19,0.9156,-4.5373
37.2,0.6104,-4.5153
37.21,0.4273,-4.4989
37.22,0.2442,-4.4879
37.23,0.1221,-4.4769
37.24,0,-4.4714
37.25,-0.122,-4.4659
37.26,-0.3662,-4.4549
37.27,-0.6103,-4.4494
37.28,-0.7324,-4.4439
37.29,-0.6714,-4.4439
37.3,-0.4883,-4.4439
37.31,-0.3051,-4.4439
37.32,-0.2441,-4.4384
37.33,-0.122,-4.4384
37.34,0.0611,-4.4329
37.35,0.0611,-4.4275
37.36,0.0611,-4.422
37.37,0.1221,-4.4165
37.38,0.1831,-4.4055
37.39,0.3052,-4.4
37.4,0.4273,-4.3945
37.41,0.6104,-4.3835
37.42,0.8545,-4.3725
37.43,1.1597,-4.356
37.44,1.5869,-4.3396
37.45,1.9532,-4.3176
37.46,2.0752,-4.2956
37.47,2.1973,-4.2736
37.48,2.3804,-4.2517
37.49,2.5025,-4.2297
37.5,2.8076,-4.2077
37.51,3.2349,-4.1748
37.52,3.5401,-4.1363
37.53,3.9063,-4.0924
37.54,4.3335,-4.0429
37.55,4.8218,-3.9935
37.56,5.3101,-3.9386
37.57,5.6153,-3.8891
37.58,5.7373,-3.8342
37.59,5.8594,-3.7793
37.6,5.8594,-3.7243
37.61,5.8594,-3.6694
37.62,5.7984,-3.6145
37.63,5.8594,-3.565
37.64,5.9815,-3.5101
37.65,6.3477,-3.4552
37.66,6.897,-3.4002
37.67,7.6294,-3.3398
37.68,8.545,-3.2684
37.69,9.7657,-3.1915
37.7,11.2915,-3.1036
37.71,13.0616,-2.9937
37.72,14.8316,-2.8674
37.73,16.2354,-2.7246
37.74,17.334,-2.5543
37.75,17.5171,-2.373
37.76,17.0288,-2.1862
37.77,16.1133,-1.9995
37.78,14.7705,-1.8182
37.79,13.2447,-1.6534
37.8,11.9019,-1.5051
37.81,10.5591,-1.3733
37.82,9.2774,-1.2579
37.83,8.2398,-1.148
37.84,7.2022,-1.0492
37.85,5.9204,-0.9668
37.86,4.8218,-0.8899
37.87,3.7232,-0.8349
37.88,2.8076,-0.791
37.89,1.9532,-0.7525
37.9,1.0376,-0.7251
37.91,0.1831,-0.7086
37.92,-0.6103,-0.6976
37.93,-1.6479,-0.6976
37.94,-2.3803,-0.7086
37.95,-2.6245,-0.7251
37.96,-2.7466,-0.747
37.97,-2.3803,-0.769
37.98,-1.5869,-0.7965
37.99,-0.6103,-0.8075
38,0.1831,-0.8129
38.01,0.6714,-0.8129
38.02,0.9156,-0.8075
38.03,0.8545,-0.7965
38.04,0.9156,-0.7855
38.05,0.9766,-0.78
38.06,1.2207,-0.769
38.07,1.2207,-0.758
38.08,1.1597,-0.7525
38.09,0.9156,-0.7415
38.1,0.4273,-0.7306
38.11,-0.2441,-0.7196
38.12,-0.5493,-0.7196
38.13,-0.7934,-0.7251
38.14,-0.9155,-0.7306
38.15,-1.0986,-0.736
38.16,-1.1596,-0.7415
38.17,-1.3427,-0.7525
38.18,-1.709,-0.769
38.19,-2.0752,-0.7855
38.2,-2.3803,-0.802
38.21,-2.5634,-0.8294
38.22,-2.6855,-0.8569
38.23,-2.6245,-0.8899
38.24,-2.4414,-0.9173
38.25,-2.5024,-0.9448
38.26,-2.5634,-0.9668
38.27,-2.4414,-0.9887
38.28,-2.2583,-1.0107
38.29,-2.0752,-1.0327
38.3,-1.831,-1.0546
38.31,-1.5869,-1.0711
38.32,-1.4038,-1.0821
38.33,-1.3427,-1.0931
38.34,-1.1596,-1.1096
38.35,-1.0986,-1.1151
38.36,-1.0376,-1.1206
38.37,-0.8545,-1.1316
38.38,-0.5493,-1.137
38.39,-0.1831,-1.1425
38.4,0.1221,-1.148
38.41,0.3662,-1.148
38.42,0.3052,-1.148
38.43,0.0611,-1.1425
38.44,-0.3051,-1.1425
38.45,-0.5493,-1.148
38.46,-0.4883,-1.1535
38.47,-0.3051,-1.159
38.48,-0.061,-1.1645
38.49,0.1221,-1.1645
38.5,0.2442,-1.17
38.51,0.1831,-1.17
38.52,-0.061,-1.17
38.53,-0.4272,-1.1755
38.54,-0.9155,-1.181
38.55,-1.2817,-1.192
38.56,-1.831,-1.203
38.57,-2.2583,-1.2249
38.58,-2.5024,-1.2524
38.59,-2.6855,-1.2799
38.6,-2.7466,-1.3073
38.61,-2.7466,-1.3403
38.62,-2.6245,-1.3733
38.63,-2.3193,-1.4007
38.64,-1.9531,-1.4227
38.65,-1.5258,-1.4447
38.66,-1.2207,-1.4556
38.67,-0.7934,-1.4721
38.68,-0.4883,-1.4831
38.69,-0.3662,-1.4941
38.7,-0.2441,-1.4996
38.71,-0.4272,-1.5106
38.72,-0.6714,-1.5216
38.73,-0.7934,-1.538
38.74,-0.7934,-1.5655
38.75,-1.1596,-1.5875
38.76,-1.9531,-1.6204
38.77,-2.9297,-1.6589
38.78,-3.9673,-1.7083
38.79,-5.0049,-1.7743
38.8,-6.1645,-1.8457
38.81,-7.2632,-1.939
38.82,-8.4839,-2.0434
38.83,-9.8877,-2.1643
38.84,-11.5967,-2.2961
38.85,-13.5498,-2.4554
38.86,-15.686,-2.6257
38.87,-17.395,-2.8289
38.88,-18.4326,-3.0542
38.89,-19.0429,-3.2904
38.9,-19.5312,-3.5431
38.91,-20.2636,-3.8012
38.92,-21.3623,-4.0649
38.93,-23.0713,-4.3396
38.94,-25.2075,-4.6362
38.95,-27.5268,-4.9493
38.96,-30.3344,-5.2844
38.97,-33.2641,-5.6469
38.98,-36.499,-6.0315
38.99,-40.1001,-6.4434
39,-44.0063,-6.8774
39.01,-47.6074,-7.3443
39.02,-50.5371,-7.8332
39.03,-52.185,-8.3551
39.04,-52.9175,-8.8879
39.05,-53.3447,-9.4262
39.06,-53.4057,-9.9646
39.07,-53.4057,-10.5084
39.08,-53.894,-11.0412
39.09,-55.1758,-11.5796
39.1,-56.8237,-12.1289
39.11,-58.7158,-12.6892
39.12,-60.3637,-13.266
39.13,-61.4624,-13.8592
39.14,-61.9507,-14.4635
39.15,-61.8896,-15.0732
39.16,-61.4624,-15.6775
39.17,-60.9741,-16.2762
39.18,-60.4858,-16.864
39.19,-59.6313,-17.4462
39.2,-58.3496,-18.0285
39.21,-56.7627,-18.6053
39.22,-55.3589,-19.1766
39.23,-54.4433,-19.7369
39.24,-54.2602,-20.2917
39.25,-54.8706,-20.841
39.26,-56.2744,-21.3958
39.27,-58.0444,-21.9561
39.28,-59.6313,-22.5384
39.29,-60.791,-23.1372
39.3,-62.0117,-23.7469
39.31,-63.5986,-24.3676
39.32,-65.8569,-24.9939
39.33,-67.81,-25.6311
39.34,-68.7256,-26.2848
39.35,-68.8476,-26.9384
39.36,-68.4204,-27.5866
39.37,-67.6269,-28.2293
39.38,-66.2231,-28.8665
39.39,-64.5141,-29.4928
39.4,-62.8051,-30.108
39.41,-61.0962,-30.7177
39.42,-59.3261,-31.322
39.43,-57.9223,-31.9043
39.44,-56.8237,-32.4646
39.45,-55.7861,-33.0139
39.46,-54.5044,-33.5522
39.47,-52.9175,-34.0741
39.48,-51.1474,-34.5904
39.49,-49.3164,-35.0903
39.5,-47.7295,-35.5792
39.51,-46.6308,-36.0516
39.52,-46.2036,-36.502
39.53,-46.2646,-36.9525
39.54,-46.3867,-37.3974
39.55,-46.0205,-37.8588
39.56,-45.227,-38.3258
39.57,-44.1894,-38.7982
39.58,-42.7246,-39.2706
39.59,-42.7246,-39.743
39.6,-41.1377,-40.2099
39.61,-39.8559,-40.6604
39.62,-39.1845,-41.1053
39.63,-39.0625,-41.5448
39.64,-39.7949,-41.9787
39.65,-41.6259,-42.4182
39.66,-44.2505,-42.8631
39.67,-46.997,-43.33
39.68,-49.4384,-43.8299
39.69,-51.2695,-44.3518
39.7,-52.6733,-44.8846
39.71,-53.955,-45.4284
39.72,-55.4199,-45.9777
39.73,-56.5796,-46.5435
39.74,-57.2509,-47.1203
39.75,-57.6782,-47.6971
39.76,-57.9834,-48.2849
39.77,-58.3496,-48.8726
39.78,-58.7158,-49.4659
39.79,-59.021,-50.0702
39.8,-59.5092,-50.6744
39.81,-60.3637,-51.2841
39.82,-61.1572,-51.9049
39.83,-61.8286,-52.5311
39.84,-62.6831,-53.1683
39.85,-63.3545,-53.811
39.86,-63.7817,-54.4537
39.87,-63.6596,-55.1074
39.88,-62.6831,-55.7611
39.89,-60.73,-56.4202
39.9,-58.2885,-57.0629
39.91,-56.2744,-57.6837
39.92,-54.9316,-58.2879
39.93,-53.894,-58.8812
39.94,-53.3447,-59.4635
39.95,-53.5888,-60.0293
39.96,-54.4433,-60.5951
39.97,-55.1147,-61.1663
39.98,-55.664,-61.7431
39.99,-56.3965,-62.3199
40,-57.4951,-62.8912
40.01,-58.4106,-63.468
40.02,-59.143,-64.0557
40.03,-59.6313,-64.649
40.04,-60.1806,-65.2368
40.05,-61.2793,-65.8245
40.06,-62.8662,-66.4178
40.07,-64.27,-67.0275
40.08,-64.8193,-67.6702
40.09,-64.4531,-68.3294
40.1,-63.9038,-68.9941
40.11,-63.5986,-69.6643
40.12,-63.1714,-70.3509
40.13,-62.3779,-71.0485
40.14,-61.7675,-71.7517
40.15,-60.6689,-72.4603
40.16,-59.4482,-73.1524
40.17,-58.7768,-73.8281
40.18,-58.4106,-74.4928
40.19,-58.1665,-75.1464
40.2,-58.2275,-75.7891
40.21,-58.5327,-76.4318
40.22,-59.021,-77.0745
40.23,-59.3261,-77.7282
40.24,-59.2041,-78.3764
40.25,-59.021,-79.0246
40.26,-58.7158,-79.6673
40.27,-58.4717,-80.299
40.28,-58.2885,-80.9253
40.29,-58.5937,-81.535
40.3,-59.2651,-82.1447
40.31,-59.7534,-82.7655
40.32,-59.9365,-83.3917
40.33,-60.1806,-84.0179
40.34,-60.791,-84.6441
40.35,-61.4013,-85.2758
40.36,-62.0117,-85.913
40.37,-62.3169,-86.5612
40.38,-62.6831,-87.2039
40.39,-62.8051,-87.8521
40.4,-62.561,-88.5003
40.41,-61.8286,-89.143
40.42,-61.0351,-89.7747
40.43,-60.6689,-90.39
40.44,-60.6689,-90.9997
40.45,-60.4858,-91.615
40.46,-59.9365,-92.2302
40.47,-59.6924,-92.8344
40.48,-60.1196,-93.4277
40.49,-60.5468,-94.0264
40.5,-60.9741,-94.6307
40.51,-60.9741,-95.2404
40.52,-60.3637,-95.8502
40.53,-59.5703,-96.4489
40.54,-58.5937,-97.0422
40.55,-57.4951,-97.6245
40.56,-56.3354,-98.1958
40.57,-55.2368,-98.7506
40.58,-54.3213,-99.2999
40.59,-53.2226,-99.8382
40.6,-52.6733,-100.3601
40.61,-52.8564,-100.8709
40.62,-52.6733,-101.3873
40.63,-52.063,-101.9036
40.64,-51.3305,-102.4145
40.65,-50.7202,-102.9144
40.66,-50.2319,-103.4088
40.67,-49.8657,-103.8977
40.68,-48.7671,-104.3921
40.69,-47.3633,-104.8809
40.7,-46.2036,-105.3534
40.71,-45.7763,-105.8148
40.72,-45.8984,-106.2762
40.73,-46.4477,-106.7431
40.74,-46.8139,-107.2265
40.75,-45.4712,-107.7319
40.76,-42.6025,-108.2318
40.77,-39.7339,-108.7042
40.78,-36.9873,-109.1381
40.79,-34.9731,-109.5391
40.8,-33.9355,-109.9237
40.81,-33.02,-110.2917
40.82,-32.5317,-110.6543
40.83,-32.4096,-111.0003
40.84,-32.8979,-111.3409
40.85,-33.8745,-111.6815
40.86,-34.4238,-112.033
40.87,-34.3017,-112.4011
40.88,-34.2407,-112.7581
40.89,-34.729,-113.1152
40.9,-34.9731,-113.4723
40.91,-35.6445,-113.8293
40.92,-36.6821,-114.1864
40.93,-37.2314,-114.5544
40.94,-36.9262,-114.9389
40.95,-35.7055,-115.3125
40.96,-35.0952,-115.664
40.97,-35.3393,-116.0046
40.98,-36.1328,-116.3397
40.99,-38.1469,-116.6748
41,-41.3818,-117.0318
41.01,-44.5556,-117.4273
41.02,-47.3633,-117.8558
41.03,-49.6826,-118.3172
41.04,-51.0864,-118.8061
41.05,-51.2695,-119.3115
41.06,-50.9033,-119.8223
41.07,-50.8423,-120.3277
41.08,-51.5136,-120.8276
41.09,-52.4902,-121.3385
41.1,-53.2226,-121.8658
41.11,-53.7109,-122.4041
41.12,-53.894,-122.9535
41.13,-54.0771,-123.4973
41.14,-54.0161,-124.0466
41.15,-54.0161,-124.5959
41.16,-53.6499,-125.1507
41.17,-52.4902,-125.7055
41.18,-51.4526,-126.2439
41.19,-50.9033,-126.7712
41.2,-50.0488,-127.2876
41.21,-49.9878,-127.7929
41.22,-50.1098,-128.3038
41.23,-49.1943,-128.8147
41.24,-47.7295,-129.32
41.25,-46.1425,-129.8034
41.26,-44.6167,-130.2649
41.27,-43.5791,-130.7098
41.28,-42.9077,-131.1383
41.29,-42.9077,-131.5612
41.3,-43.5791,-131.9787
41.31,-44.6777,-132.3962
41.32,-45.5932,-132.8302
41.33,-46.6919,-133.2696
41.34,-47.7905,-133.7201
41.35,-49.0722,-134.187
41.36,-50.2929,-134.6704
41.37,-51.5136,-135.1702
41.38,-52.2461,-135.6866
41.39,-52.3681,-136.2085
41.4,-52.063,-136.7413
41.41,-51.6967,-137.2741
41.42,-51.6357,-137.807
41.43,-51.5747,-138.3398
41.44,-52.124,-138.8781
41.45,-52.7954,-139.4275
41.46,-52.7954,-139.9878
41.47,-52.4902,-140.5481
41.48,-52.185,-141.1084
41.49,-51.5136,-141.6687
41.5,-50.9643,-142.2235
41.51,-50.5371,-142.7728
41.52,-49.4995,-143.3221
41.53,-48.706,-143.8714
41.54,-48.0346,-144.4098
41.55,-46.8139,-144.9426
41.56,-44.8608,-145.4644
41.57,-42.0532,-145.9643
41.58,-39.5508,-146.4257
41.59,-37.8418,-146.8597
41.6,-36.8652,-147.2717
41.61,-36.8042,-147.6727
41.62,-37.4145,-148.0737
41.63,-37.9638,-148.4802
41.64,-38.208,-148.8922
41.65,-38.8794,-149.3042
41.66,-39.917,-149.7271
41.67,-39.917,-150.1556
41.68,-39.3676,-150.5786
41.69,-38.9404,-150.9961
41.7,-38.33,-151.4025
41.71,-37.7197,-151.7981
41.72,-37.4756,-152.1881
41.73,-37.8418,-152.5671
41.74,-38.4521,-152.9516
41.75,-38.8183,-153.3361
41.76,-39.3066,-153.7262
41.77,-40.2221,-154.1162
41.78,-41.1987,-154.5172
41.79,-42.3584,-154.9292
41.8,-43.5791,-155.3576
41.81,-44.3725,-155.8026
41.82,-44.9218,-156.2585
41.83,-45.4101,-156.7199
41.84,-45.7153,-157.1869
41.85,-45.5322,-157.6593
41.86,-45.3491,-158.1372
41.87,-45.105,-158.6206
41.88,-44.6167,-159.104
41.89,-44.3115,-159.5983
41.9,-44.0674,-160.0982
41.91,-43.2129,-160.5926
41.92,-41.8091,-161.0815
41.93,-40.039,-161.5594
41.94,-37.7197,-162.0098
41.95,-35.3393,-162.4218
41.96,-32.959,-162.8009
41.97,-30.2734,-163.1414
41.98,-28.3203,-163.4546
41.99,-27.0385,-163.7402
42,-25.8789,-164.0094
42.01,-25.1465,-164.2675
42.02,-25.1465,-164.5202
42.03,-25.0854,-164.7674
42.04,-24.9633,-165.0256
42.05,-24.8413,-165.2838
42.06,-24.8413,-165.5474
42.07,-24.4751,-165.8166
42.08,-24.0478,-166.0858
42.09,-23.8037,-166.3604
42.1,-23.7426,-166.6351
42.11,-23.6206,-166.9152
42.12,-23.0102,-167.2009
42.13,-21.3012,-167.4755
42.14,-19.226,-167.7282
42.15,-16.9677,-167.9589
42.16,-14.4653,-168.1677
42.17,-11.5967,-168.3435
42.18,-8.9111,-168.4918
42.19,-6.3476,-168.6016
42.2,-3.8452,-168.6895
42.21,-1.5258,-168.7445
42.22,0.0611,-168.7664
42.23,1.2818,-168.7664
42.24,1.709,-168.7445
42.25,1.648,-168.717
42.26,0.9156,-168.684
42.27,-0.122,-168.6621
42.28,-1.2817,-168.6456
42.29,-2.5634,-168.6401
42.3,-4.2114,-168.6456
42.31,-5.6762,-168.6676
42.32,-7.2021,-168.706
42.33,-8.5449,-168.7609
42.34,-9.5825,-168.8379
42.35,-10.1928,-168.9202
42.36,-10.9863,-169.0136
42.37,-11.7187,-169.1235
42.38,-12.0849,-169.2443
42.39,-12.0849,-169.3817
42.4,-12.0239,-169.519
42.41,-11.3525,-169.6563
42.42,-9.9487,-169.7827
42.43,-8.4228,-169.8925
42.44,-7.08,-169.9749
42.45,-5.9204,-170.0518
42.46,-5.0659,-170.1233
42.47,-4.4555,-170.1837
42.48,-3.9673,-170.2441
42.49,-3.6621,-170.3045
42.5,-3.2959,-170.365
42.51,-2.8686,-170.4144
42.52,-2.3803,-170.4638
42.53,-1.77,-170.5023
42.54,-1.0376,-170.5297
42.55,-0.122,-170.5517
42.56,0.6714,-170.5572
42.57,1.2818,-170.5462
42.58,1.77,-170.5352
42.59,1.9532,-170.5133
42.6,1.8311,-170.4913
42.61,1.5869,-170.4748
42.62,1.4649,-170.4583
42.63,1.3428,-170.4419
42.64,1.0987,-170.4254
42.65,1.2207,-170.4144
42.66,1.4038,-170.3979
42.67,1.4038,-170.3759
42.68,1.2818,-170.3595
42.69,1.0987,-170.3485
42.7,1.1597,-170.3375
42.71,0.8545,-170.3265
42.72,0.4273,-170.31
42.73,0.4273,-170.3045
42.74,0.5493,-170.2935
42.75,0.6714,-170.2826
42.76,0.6104,-170.2716
42.77,0.6104,-170.2551
42.78,0.7325,-170.2386
42.79,0.9766,-170.2276
42.8,1.1597,-170.2166
42.81,1.5259,-170.2002
42.82,2.1973,-170.1837
42.83,2.8687,-170.1562
42.84,3.5401,-170.1178
42.85,4.3335,-170.0738
42.86,5.2491,-170.0189
42.87,5.7373,-169.9475
42.88,5.9204,-169.8706
42.89,5.9204,-169.7937
42.9,5.6153,-169.7113
42.91,5.0659,-169.6344
42.92,4.4556,-169.5575
42.93,3.7842,-169.4915
42.94,3.1128,-169.4311
42.95,2.5025,-169.3762
42.96,2.0142,-169.3212
42.97,1.4649,-169.2773
42.98,0.7935,-169.2389
42.99,0.1221,-169.2114
43,-0.4883,-169.1894
43.01,-1.0376,-169.1729
43.02,-1.2817,-169.1729
43.03,-1.4648,-169.1729
43.04,-1.709,-169.1729
43.05,-1.9531,-169.1839
43.06,-2.1972,-169.1949
43.07,-2.3193,-169.2114
43.08,-2.5024,-169.2279
43.09,-2.8076,-169.2498
43.1,-2.6855,-169.2718
43.11,-2.4414,-169.2938
43.12,-2.1362,-169.3158
43.13,-1.8921,-169.3377
43.14,-1.6479,-169.3542
43.15,-1.5869,-169.3652
43.16,-1.6479,-169.3707
43.17,-1.8921,-169.3817
43.18,-2.0752,-169.3927
43.19,-2.4414,-169.4091
43.2,-2.7466,-169.4311
43.21,-2.8076,-169.4531
43.22,-2.6245,-169.4751
43.23,-2.3803,-169.497
43.24,-1.9531,-169.519
43.25,-1.1596,-169.53
43.26,0,-169.5355
43.27,1.0987,-169.5245
43.28,1.8921,-169.497
43.29,2.3804,-169.4531
43.3,2.3804,-169.4036
43.31,2.0142,-169.3487
43.32,1.2207,-169.2993
43.33,0.0611,-169.2553
43.34,-1.4648,-169.2169
43.35,-3.0517,-169.2004
43.36,-4.5776,-169.2004
43.37,-5.7373,-169.2169
43.38,-6.8359,-169.2498
43.39,-7.9956,-169.2993
43.4,-8.789,-169.3652
43.41,-9.1552,-169.4476
43.42,-9.4604,-169.5355
43.43,-9.5215,-169.6344
43.44,-9.2773,-169.7332
43.45,-8.789,-169.8321
43.46,-8.3008,-169.931
43.47,-7.5073,-170.0244
43.48,-6.7138,-170.1123
43.49,-6.2256,-170.1892
43.5,-5.6762,-170.2716
43.51,-5.249,-170.343
43.52,-4.7607,-170.4144
43.53,-4.4555,-170.4803
43.54,-4.2114,-170.5462
43.55,-3.8452,-170.6121
43.56,-3.4179,-170.6781
43.57,-2.6855,-170.733
43.58,-1.831,-170.7879
43.59,-0.7934,-170.8319
43.6,0.4273,-170.8593
43.61,1.709,-170.8758
43.62,2.8687,-170.8703
43.63,3.9673,-170.8538
43.64,4.6387,-170.8154
43.65,5.0659,-170.7714
43.66,5.3101,-170.722
43.67,5.4932,-170.6726
43.68,5.6153,-170.6176
43.69,5.7373,-170.5517
43.7,5.7373,-170.4858
43.71,5.3101,-170.4144
43.72,4.5777,-170.343
43.73,3.479,-170.2771
43.74,2.0142,-170.2276
43.75,0.4883,-170.1947
43.76,-0.8545,-170.1727
43.77,-2.0141,-170.1727
43.78,-2.7466,-170.1892
43.79,-3.1128,-170.2111
43.8,-3.1738,-170.2441
43.81,-3.2348,-170.2771
43.82,-2.8686,-170.3155
43.83,-2.3803,-170.343
43.84,-2.0752,-170.3759
43.85,-1.5258,-170.4034
43.86,-0.7934,-170.4254
43.87,-0.122,-170.4419
43.88,0.3662,-170.4528
43.89,0.7325,-170.4583
43.9,0.8545,-170.4528
43.91,0.8545,-170.4528
43.92,0.7325,-170.4473
43.93,0.5493,-170.4419
43.94,0.2442,-170.4364
43.95,-0.061,-170.4309
43.96,-0.2441,-170.4309
43.97,-0.3051,-170.4364
43.98,-0.4883,-170.4364
43.99,-0.7934,-170.4473
44,-0.8545,-170.4583
44.01,-0.6103,-170.4748
44.02,-0.2441,-170.4913
44.03,0.3662,-170.5023
44.04,1.0376,-170.5078
44.05,1.709,-170.5023
44.06,2.3194,-170.4913
44.07,3.0518,-170.4748
44.08,3.8452,-170.4473
44.09,4.5166,-170.4144
44.1,4.8828,-170.3704
44.11,5.127,-170.321
44.12,5.188,-170.2716
44.13,5.188,-170.2166
44.14,5.3711,-170.1617
44.15,5.3711,-170.1013
44.16,5.2491,-170.0409
44.17,5.0049,-169.9749
44.18,4.8828,-169.9145
44.19,4.5777,-169.8541
44.2,4.0894,-169.7937
44.21,3.8452,-169.7387
44.22,3.6011,-169.6893
44.23,3.2959,-169.6344
44.24,3.0518,-169.5849
44.25,2.7466,-169.5355
44.26,2.3804,-169.497
44.27,1.9532,-169.4586
44.28,1.648,-169.4256
44.29,1.5869,-169.3982
44.3,1.3428,-169.3707
44.31,1.1597,-169.3432
44.32,1.1597,-169.3158
44.33,0.9766,-169.2938
44.34,0.6714,-169.2718
44.35,0.3052,-169.2553
44.36,-0.061,-169.2443
44.37,-0.2441,-169.2334
44.38,-0.3051,-169.2279
44.39,-0.6103,-169.2169
44.4,-1.0376,-169.2114
44.41,-1.3427,-169.2114
44.42,-1.5869,-169.2114
44.43,-2.0141,-169.2169
44.44,-2.4414,-169.2279
44.45,-2.4414,-169.2389
44.46,-2.6245,-169.2553
44.47,-2.9907,-169.2718
44.48,-3.2959,-169.2993
44.49,-3.7231,-169.3267
44.5,-4.0893,-169.3597
44.51,-4.1504,-169.4036
44.52,-4.0283,-169.4531
44.53,-3.6621,-169.497
44.54,-3.1128,-169.5355
44.55,-2.6245,-169.5684
44.56,-2.1972,-169.6014
44.57,-1.8921,-169.6289
44.58,-1.5258,-169.6563
44.59,-1.0376,-169.6838
44.6,-0.7324,-169.6948
44.61,-0.4272,-169.7058
44.62,-0.3662,-169.7058
44.63,-0.7324,-169.7113
44.64,-1.2207,-169.7168
44.65,-1.5869,-169.7332
44.66,-1.9531,-169.7552
44.67,-2.1972,-169.7772
44.68,-2.1362,-169.8046
44.69,-1.8921,-169.8266
44.7,-1.77,-169.8541
44.71,-1.6479,-169.8816
44.72,-1.3427,-169.9035
44.73,-1.0376,-169.931
44.74,-0.4883,-169.9475
44.75,0.1221,-169.9639
44.76,0.3662,-169.9639
44.77,0.6104,-169.9694
44.78,0.7325,-169.9694
44.79,0.3662,-169.9749
44.8,-0.061,-169.9804
44.81,-0.122,-169.9969
44.82,-0.122,-170.0134
44.83,0.1221,-170.0354
44.84,0.6104,-170.0518
44.85,1.3428,-170.0683
44.86,2.1973,-170.0793
44.87,3.479,-170.0848
44.88,4.8218,-170.0738
44.89,6.0425,-170.0518
44.9,7.6294,-170.0244
44.91,9.4605,-169.9859
44.92,11.1084,-169.9365
44.93,12.3291,-169.8706
44.94,13.6719,-169.7882
44.95,14.6485,-169.6838
44.96,15.3199,-169.5575
44.97,15.8081,-169.4311
44.98,15.9302,-169.2938
44.99,15.625,-169.1619
45,15.4419,-169.0411
45.01,15.3199,-168.9312
45.02,15.1367,-168.8214
45.03,15.3199,-168.717
45.04,15.9912,-168.6071
45.05,16.7237,-168.4918
45.06,17.7613,-168.3654
45.07,18.9209,-168.2281
45.08,19.9585,-168.0798
45.09,20.8741,-167.926
45.1,22.0948,-167.7612
45.11,23.4986,-167.5854
45.12,24.6582,-167.4041
45.13,25.7569,-167.2064
45.14,26.9776,-167.0031
45.15,28.5645,-166.7889
45.16,30.1514,-166.5582
45.17,32.0435,-166.3055
45.18,34.1797,-166.0308
45.19,36.377,-165.7342
45.2,39.0015,-165.4156
45.21,42.1143,-165.0586
45.22,45.166,-164.674
45.23,47.9126,-164.262
45.24,50.4761,-163.8116
45.25,52.7954,-163.3282
45.26,54.9317,-162.8173
45.27,57.0679,-162.2845
45.28,58.899,-161.7187
45.29,60.1807,-161.1309
45.3,61.0962,-160.5267
45.31,61.8286,-159.9005
45.32,62.0117,-159.2633
45.33,62.1338,-158.6151
45.34,62.1949,-157.9614
45.35,61.8286,-157.3022
45.36,61.2793,-156.643
45.37,60.791,-155.9838
45.38,59.8145,-155.3192
45.39,58.4107,-154.6655
45.4,56.7017,-154.0283
45.41,54.9927,-153.4185
45.42,53.4668,-152.8253
45.43,51.8189,-152.254
45.44,49.9878,-151.7047
45.45,47.8516,-151.1663
45.46,45.105,-150.65
45.47,42.6026,-150.1611
45.48,40.4053,-149.7052
45.49,38.5742,-149.2657
45.5,37.7808,-148.8592
45.51,37.5977,-148.4527
45.52,37.2315,-148.0462
45.53,37.3535,-147.6507
45.54,38.208,-147.2552
45.55,39.0015,-146.8652
45.56,39.856,-146.4697
45.57,41.2598,-146.0632
45.58,42.1143,-145.6457
45.59,42.8467,-145.2172
45.6,43.396,-144.7778
45.61,43.396,-144.3383
45.62,43.2129,-143.9044
45.63,43.335,-143.4759
45.64,43.8233,-143.0529
45.65,44.8609,-142.619
45.66,46.0816,-142.1685
45.67,46.9361,-141.7071
45.68,47.3633,-141.2347
45.69,46.9361,-140.7623
45.7,46.0205,-140.3009
45.71,45.2881,-139.8669
45.72,45.4102,-139.4494
45.73,47.4854,-139.0155
45.74,49.8658,-138.5431
45.75,51.3916,-138.0432
45.76,52.9785,-137.5323
45.77,54.5044,-137.005
45.78,55.2368,-136.4556
45.79,55.481,-135.9118
45.8,55.8472,-135.3625
45.81,56.3965,-134.8132
45.82,57.251,-134.2584
45.83,58.4107,-133.6926
45.84,59.0821,-133.1048
45.85,59.2652,-132.5171
45.86,59.4483,-131.9293
45.87,59.5703,-131.347
45.88,60.4248,-130.7647
45.89,61.8286,-130.166
45.9,62.8052,-129.5452
45.91,63.5376,-128.919
45.92,64.3311,-128.2818
45.93,65.2466,-127.6391
45.94,66.3452,-126.9744
45.95,67.1997,-126.2933
45.96,67.9322,-125.5957
45.97,68.1763,-124.887
45.98,68.1763,-124.1729
45.99,68.9698,-123.4643
46,70.0074,-122.7502
46.01,70.8008,-122.0141
46.02,72.937,-121.289
46.03,74.7071,-120.542
